HUMAN	MOUSE
NM_152277	9630054F20Rik
NM_152336	EG244071
NM_152366	1190002J23Rik
NM_152374	5730409E04Rik
NM_152382	1110034B05Rik
NM_152383	4930429A22Rik
NM_152385	1700034F02Rik
NM_152408	1200014M14Rik
NM_152440	BC048403
NM_152451	AA407270
NM_152452	Igf1r
NM_152459	AU021092
NM_152491	4732466D17Rik
NM_152493	BC039093
NM_152556	B630005N14Rik
NM_152590	4933403M22Rik
NM_152599	BC024997
NM_152614	1700019O17Rik
NM_152621	4933405A16Rik
NM_152628	4631426E05Rik
NM_152634	A630018P17Rik
NM_152670	1700011F03Rik
NM_152672	MMT00022995
NM_152681	3110005G23Rik
NM_152689	BC019731
NM_152698	9430069J07Rik
NM_152706	4921511H03Rik
NM_152716	AV312086
NM_152717	E530011F12Rik
NM_152722	2900042E01Rik
NM_152750	1110049B09Rik
NM_152755	2610019P18Rik
NM_152756	4921505C17Rik
NM_152760	B930037P14Rik
NM_152773	0610012D17Rik
NM_152774	Gm528
NM_152778	2810423E13Rik
NM_152792	Asprv1
NM_152892	1200011O22Rik
NM_152912	2810012L14Rik
NM_152945	MMT00045239
NM_153029	BC004022
NM_153214	1600015H20Rik
NM_153216	1700013G10Rik
NM_153225	Gm106
NM_153264	MMT00047058
NM_153335	2610019A05Rik
NM_153337	9130017C17Rik
NM_153359	Gm546
NM_153361	E130304F04Rik
NM_153365	4932414K18Rik
NM_153368	9430022F06Rik
NM_153607	A930001N09Rik
NM_153687	1200009F10Rik
NM_153689	1700066M21Rik
NM_153825	D5Ertd135e
NM_170722	BC034204
NM_173483	4732474A20Rik
NM_173489	4930455B06Rik
NM_173512	9330158F14Rik
NM_173514	9130023D20Rik
NM_173519	4933402J24Rik
NM_173527	Rem2
NM_173542	1300012G16Rik
NM_173565	4930526H21Rik
NM_173583	2810406K13Rik
NM_173586	Slc22a19
NM_173627	A730011L01Rik
NM_173635	EG434181
NM_173665	2210408I21Rik
NM_173793	2510002D24Rik
NM_173802	4833442J19Rik
NM_173815	BC026374
NM_173829	3110031B13Rik
NM_173848	0710005M24Rik
NM_174898	2300002O18Rik
NM_174906	BC054059
NM_174917	BC021611
NM_174919	5730442P18Rik
NM_174924	1700007B13Rik
NM_174925	1500011K16Rik
NM_174928	2510005D08Rik
NM_174949	Gm467
NM_174952	B930007M17Rik
NM_174959	9430071P14Rik
NM_175059	E030013G06Rik
NM_175063	2310044H10Rik
NM_175735	Gm776
NM_175834	Krt79
NM_175856	4833446K15Rik
NM_175884	2010109K11Rik
NM_175893	5730596K20Rik
NM_175921	AW549877
NM_175922	9630019K15Rik
NM_176813	E030025L21Rik
NM_176891	Ifne1
NM_177964	2310010M24Rik
NM_177966	E430028B21Rik
NM_178126	1300010M03Rik
NM_178159	BC021438
NM_178172	MMT00043939
NM_178275	9830123M21Rik
NM_178314	2900002H16Rik
NM_178449	MMT00075009
NM_178494	C79127
NM_178495	1700041B20Rik
NM_178516	4931428F04Rik
NM_178525	1700029I08Rik
NM_178553	1700110M21Rik
NM_178555	4932413O14Rik
NM_178556	BC050188
NM_178557	1110038O08Rik
NM_178827	4932408B21Rik
NM_178833	C80638
NM_178835	D630040G17Rik
NM_178836	4933433K01Rik
NM_178844	D230007K08Rik
NM_178859	MMT00003408
NM_180699	6330548G22Rik
NM_181334	3110043J09Rik
NM_181708	4930556P03Rik
NM_181785	1200006F02Rik
NM_181806	A230062G08Rik
NM_182493	D830007F02Rik
NM_182500	2410004P03Rik
NM_182523	2010110K16Rik
NM_182536	1810036H07Rik
NM_182538	9830002I17Rik
NM_182545	Gm467
NM_182562	MMT00006436
NM_182597	Gm889
NM_182619	MMT00032844
NM_182621	MMT00018358
NM_182625	5830483C08Rik
NM_182631	MMT00028561
NM_182702	NM_153099
NM_182704	BC089491
NM_182761	Gm93
NM_182762	4732474O15Rik
NM_182831	4930571K23Rik
NM_182854	9130017C17Rik
NM_182960	C330008K14Rik
NM_199001	2310002J15Rik
NM_199227	Metapl1
NM_199336	Fahd2a
NM_203422	1110067I12Rik
NM_205855	BC064033
NM_207322	3300001A09Rik
NM_207362	2010300C02Rik
NM_207368	BC003940
NM_207379	AI839735
NM_207413	EG620393
NM_207414	Gm628
NM_207459	4921530G04Rik
NM_212554	2010208K18Rik
NMB	Nmb
NMBR	Nmbr
NMD3	Nmd3
NME1	Nme1
NME1-NME2	Gm5566
NME2	Nme2
NME3	Nme3
NME4	Nme4
NME5	Nme5
NME6	Nme6
NME7	Nme7
NME8	Nme8
NME9	Nme9
NMI	Nmi
NMNAT1	Nmnat1
NMNAT2	Nmnat2
NMNAT3	Nmnat3
NMRAL1	Nmral1
NMRK1	Nmrk1
NMRK2	Nmrk2
NMS	Nms
NMT1	Nmt1
NMT2	Nmt2
NMU	Nmu
NMUR1	Nmur1
NMUR2	Nmur2
NNAT	Nnat
NNMT	Nnmt
NNT	Nnt
NOA1	Noa1
NOB1	Nob1
NOBOX	Nobox
NOC2L	Noc2l
NOC3L	Noc3l
NOC4L	Noc4l
NOD1	Nod1
NOD2	Nod2
NODAL	Nodal
NOG	Nog
NOL10	Nol10
NOL11	Nol11
NOL12	Nol12
NOL1	Nol1
NOL3	Nol3
NOL4	Nol4
NOL5A	Nol5a
NOL6	Nol6
NOL7	Nol7
NOL8	Nol8
NOL9	Nol9
NOLA1	Nola1
NOLA2	Nola2
NOLA3	Nola3
NOLC1	MMT00052601
NOM1	Gm1040
NOMO1	Nomo1
NONO	Nono
NOP10	Nop10
NOP14	Nop14
NOP16	Nop16
NOP17	Nop17
NOP2	Nop2
NOP56	Nop56
NOP58	Nop58
NOP9	2610027L16Rik
NOS1AP	Nos1ap
NOS1	Nos1
NOS2	Nos2
NOS3	Nos3
NOSIP	Nosip
NOSTRIN	Nostrin
NOTCH1	Notch1
NOTCH2	Notch2
NOTCH3	Notch3
NOTCH4	Notch4
NOTO	Noto
NOTUM	5730593N15Rik
NOVA1	Nova1
NOVA2	Nova2
NOV	Nov
NOX1	Nox1
NOX3	Nox3
NOX4	Nox4
NOXA1	Noxa1
NOXO1	Noxo1
NOXRED1	4933437F05Rik
NPAL1	Npal1
NPAL2	Npal2
NPAS1	Npas1
NPAS2	Npas2
NPAS3	Npas3
NPAS4	Npas4
NPAT	Npat
NPB	Npb
NPBWR1	Npbwr1
NPC1L1	Npc1l1
NPC1	Npc1
NPC2	Npc2
NPDC1	Npdc1
NPEPL1	Npepl1
NPEPPS	Npepps
NPFF	Npff
NPFFR1	Npffr1
NPFFR2	Npffr2
NPHP1	Nphp1
NPHP3	Nphp3
NPHP4	Nphp4
NPHS1	Nphs1
NPHS2	Nphs2
NPL	Npl
NPLOC4	Nploc4
NPM1	Npm1
NPM2	Npm2
NPM3	Npm3
NPNT	Npnt
NPPA	Nppa
NPPB	Nppb
NPPC	Nppc
NPR1	Npr1
NPR2	Npr2
NPR3	Npr3
NPRL2	Nprl2
NPRL3	Nprl3
NPS	Nps
NPSR1	Npsr1
NPTN	Nptn
NPTX1	Nptx1
NPTX2	Nptx2
NPTXR	Nptxr
NPVF	Npvf
NPW	Npw
NPY1R	Npy1r
NPY2R	Npy2r
NPY5R	Npy5r
NPY6R	Npy6r
NPY	Npy
NQO1	Nqo1
NQO2	Nqo2
NR0B1	Nr0b1
NR0B2	Nr0b2
NR1D1	Nr1d1
NR1D2	Nr1d2
NR1H2	Nr1h2
NR1H3	Nr1h3
NR1H4	Nr1h4
NR1H5P	Nr1h5
NR1I2	Nr1i2
NR1I3	Nr1i3
NR2C1	Nr2c1
NR2C2AP	Nr2c2ap
NR2C2	Nr2c2
NR2E1	Nr2e1
NR2E3	Nr2e3
NR2F1	Nr2f1
NR2F2	Nr2f2
NR2F6	Nr2f6
NR3C1	Nr3c1
NR3C2	Nr3c2
NR4A1	Nr4a1
NR4A2	Nr4a2
NR4A3	Nr4a3
NR5A1	Nr5a1
NR5A2	Nr5a2
NR6A1	Nr6a1
NRADDP	Nradd
NRAP	Nrap
NRARP	Nrarp
NRAS	Nras
NRBF2	Nrbf2
NRBP1	Nrbp1
NRBP2	Nrbp2
NRCAM	C130076O07Rik
NRD1	Nrd1
NREP	D0H4S114
NRF1	Nrf1
NRG1	MMT00065797
NRG2	Nrg2
NRG3	Nrg3
NRG4	Nrg4
NRGN	Nrgn
NRIP1	Nrip1
NRIP2	Nrip2
NRIP3	Nrip3
NRK	Nrk
NRL	Nrl
NRM	Nrm
NRN1L	Nrn1l
NRN1	Nrn1
NRP1	Nrp1
NRP2	Nrp2
NRSN1	Nrsn1
NRSN2	Nrsn2
NRTN	Nrtn
NRXN1	Nrxn1
NRXN2	Nrxn2
NRXN3	Nrxn3
NSA2	Nsa2
NSBP1	Nsbp1
NSD1	Nsd1
NSDHL	Nsdhl
NSFL1C	Nsfl1c
NSF	Nsf
NSL1	Nsl1
NSMAF	Nsmaf
NSMCE1	Nsmce1
NSMCE2	Nsmce2
NSMCE4A	Nsmce4a
NSRP1	Ccdc55
NSUN2	Nsun2
NSUN3	Nsun3
NSUN4	Nsun4
NSUN5	Nsun5
NSUN6	Nsun6
NSUN7	Nsun7
NT5C1A	Nt5c1a
NT5C1B	Nt5c1b
NT5C2	Nt5c2
NT5C3L	Nt5c3l
NT5C3	Nt5c3
NT5C	Nt5c
NT5DC1	Nt5dc1
NT5DC2	Nt5dc2
NT5DC3	Nt5dc3
NT5E	Nt5e
NT5M	Nt5m
NTAN1	Ntan1
NTF3	Ntf3
NTF4	Ntf5
NTHL1	Nthl1
NTM	Ntm
NTMT1	Mettl11a
NTN1	Ntn1
NTN2L	Ntn2l
NTN3	Ntn3
NTN4	Ntn4
NTN5	Ntn5
NTNG1	Ntng1
NTNG2	Ntng2
NTPCR	Ntpcr
NTRK1	Ntrk1
NTRK2	Ntrk2
NTRK3	Ntrk3
NTS	Nts
NTSR1	Ntsr1
NTSR2	Ntsr2
NUAK1	Nuak1
NUAK2	Nuak2
NUB1	Nub1
NUBP1	Nubp1
NUBP2	Nubp2
NUBPL	Nubpl
NUCB1	Nucb1
NUCB2	Nucb2
NUCKS1	Nucks1
NUDCD1	Nudcd1
NUDCD2	Nudcd2
NUDCD3	Nudcd3
NUDC	Nudc
NUDT10	Nudt10
NUDT11	Nudt11
NUDT12	Nudt12
NUDT13	Nudt13
NUDT14	Nudt14
NUDT15	ENSMUST00000055280
NUDT16L1	Nudt16l1
NUDT16	Nudt16
NUDT17	Nudt17
NUDT18	Nudt18
NUDT19	Nudt19
NUDT1	Nudt1
NUDT21	Nudt21
NUDT22	Nudt22
NUDT2	Nudt2
NUDT3	Nudt3
NUDT4	Nudt4
NUDT5	Nudt5
NUDT6	Nudt6
NUDT7	Nudt7
NUDT8	Nudt8
NUDT9	Nudt9
NUF2	Nuf2
NUFIP1	Nufip1
NUFIP2	Nufip2
NULL	NULL
NUMA1	Numa1
NUMBL	Numbl
NUMB	Numb
NUP107	Nup107
NUP133	Nup133
NUP153	Nup153
NUP155	Nup155
NUP160	Nup160
NUP188	Nup188
NUP205	Nup205
NUP210L	Nup210l
NUP210	Nup210
NUP214	Nup214
NUP35	Nup35
NUP37	Nup37
NUP43	Nup43
NUP50	Nup50
NUP54	Nup54
NUP62CL	Nup62cl
NUP62	Nup62
NUP85	Nup85
NUP88	Nup88
NUP93	Nup93
NUP98	Nup98
NUPL1	Nupl1
NUPL2	Nupl2
NUPR1L	4930579G22Rik
NUPR1	Nupr1
NUS1	Nus1
NUSAP1	Nusap1
NUTF2	Nutf2
NVL	Nvl
NWD1	Nwd1
NXF1	Nxf1
NXF2	Nxf2
NXF3	Nxf3
NXF5	Nxf2
NXNL1	Nxnl1
NXNL2	Nxnl2
NXN	Nxn
NXPE2	Fam55b
NXPE3	Fam55c
NXPE4	Fam55d
NXPH1	Nxph1
NXPH2	Nxph2
NXPH3	Nxph3
NXPH4	Nxph4
NXT1	Nxt1
NXT2	Nxt2
NYAP1	6430598A04Rik
NYAP2	9430031J16Rik
NYNRIN	Nynrin
NYX	Nyx
O3FAR1	O3far1
OAF	Oaf
OAS1	Oas1g
OAS2	Oas2
OAS3	Oas3
OASL	Oasl1
OATL1	Oatl1
OAT	Oat
OAZ1	Oaz1
OAZ2	Oaz2
OAZ3	Oaz3
OBFC1	Obfc1
OBFC2A	5830411E10Rik
OBFC2B	Obfc2b
OBP2A	Lcn13
OBP2B	Lcn14
OBSCN	Obscn
OBSL1	AW822216
OC90	Oc90
OCA2	Oca2
OCEL1	Ocel1
OCIAD1	Ociad1
OCIAD2	Ociad2
OCLN	Ocln
OCM2	Ocm
OCRL	Ocrl
OCSTAMP	Ocstamp
ODAM	Odam
ODC1	Odc1
ODF1	Odf1
ODF2L	Odf2l
ODF2	Odf2
ODF3B	Odf3b
ODF3L1	Odf3l1
ODF3L2	Odf3l2
ODF3	Odf3
ODF4	Odf4
ODZ1	Odz1
ODZ2	Odz2
ODZ3	Odz3
ODZ4	Odz4
OFCC1	Ofcc1
OFD1	Ofd1
OGDHL	mCT5467
OGDH	Ogdh
OGFOD1	Ogfod1
OGFOD2	Ogfod2
OGFRL1	Ogfrl1
OGFR	Ogfr
OGG1	Ogg1
OGN	Ogn
OGT	Ogt
OIP5	Oip5
OIT3	Oit3
OLA1	Ola1
OLAH	Olah
OLFM1	Olfm1
OLFM2	Olfm2
OLFM3	Olfm3
OLFM4	Olfm4
OLFML1	Olfml1
OLFML2A	Olfml2a
OLFML2B	Olfml2b
OLFML3	Olfml3
OLIG1	Olig1
OLIG2	Olig2
OLIG3	Olig3
OLR1	Olr1
OMA1	Oma1
OMD	Omd
OMG	Omg
OMP	Omp
ONECUT1	Onecut1
ONECUT2	Onecut2
ONECUT3	Onecut3
OOEP	Ooep
OPA1	Opa1
OPA3	Opa3
OPALIN	Opalin
OPCML	Opcml
OPHN1	Ophn1
OPLAH	Oplah
OPN1LW	Opn1lw
OPN1MW2	Opn1mw
OPN1SW	Opn1sw
OPN3	Opn3
OPN4	Opn4
OPN5	Opn5
OPRD1	Oprd1
OPRK1	Oprk1
OPRL1	Oprl1
OPRM1	Oprm1
OPRS1	Oprs1
OPTC	Optc
OPTN	Optn
OR10A2	Olfr714
OR10A3	Olfr518
OR10A4	Olfr17
OR10A5	Olfr713
OR10A6	Olfr516
OR10AA1P	Olfr433
OR10AB1P	Olfr479
OR10AD1	Olfr286
OR10AG1	Olfr1123
OR10C1	Olfr95
OR10D1P	Olfr959
OR10D3	Olfr958
OR10D4P	Olfr963
OR10G2	Olfr1510
OR10G3	Olfr1512
OR10G4	Olfr980
OR10G6	Olfr981
OR10G7	Olfr978
OR10G9	Olfr979
OR10H1	Olfr55
OR10H2	Olfr239
OR10H3	Olfr63
OR10H5	Gm4461
OR10J1	Olfr1403
OR10J3	Olfr1404
OR10J5	Olfr16
OR10K2	Olfr370
OR10P1	Olfr796
OR10Q1	Olfr1494
OR10R2	Olfr1406
OR10R3P	Olfr290
OR10S1	Olfr982
OR10T2	Olfr1358
OR10V1	Olfr1420
OR10W1	Olfr1490
OR10X1	Olfr417
OR10Z1	Olfr419
OR11A1	Olfr96
OR11G2	Olfr742
OR11H4	Olfr747
OR11H6	Olfr745
OR11I1P	Olfr266
OR11L1	Olfr323
OR11N1P	Olfr1322
OR12D2	Olfr103
OR12D3	Olfr109
OR13A1	Olfr211
OR13C3	Olfr273
OR13C8	Olfr272
OR13C9	NM_146857
OR13D1	Olfr270
OR13F1	Olfr275
OR13G1	Olfr309
OR13J1	Olfr71
OR14C36	Olfr301
OR14J1	Olfr125
OR1A1	Olfr43
OR1B1	Olfr362
OR1C1	Olfr1441
OR1D2	Olfr412
OR1E1	Olfr23
OR1E2	Olfr20
OR1F12	Olfr1366
OR1F2	Olfr161
OR1G1	Olfr1377
OR1I1	Olfr1357
OR1J1	Olfr3
OR1J2	Olfr348
OR1J4	Olfr350
OR1K1	Olfr398
OR1L4	Olfr365
OR1L8	Olfr355
OR1M1	Olfr24
OR1N1	Olfr351
OR1N2	Olfr354
OR1Q1	Olfr357
OR1S1	Olfr1496
OR2A12	Olfr446
OR2A14	Olfr434
OR2A25	Olfr447
OR2A2	Olfr437
OR2A5	Olfr448
OR2A7	Olfr13
OR2AE1	Olfr171
OR2AG1	Olfr705
OR2AG2	Olfr701
OR2AJ1	Olfr169
OR2AK2	Olfr318
OR2AT4	Olfr520
OR2B11	Olfr222
OR2B2	Olfr1359
OR2B6	Olfr11
OR2C1	Olfr15
OR2C3	Olfr225
OR2D2	Gm10081
OR2D3	Olfr707
OR2F1	Olfr38
OR2F2	Olfr452
OR2H1	Olfr91
OR2H2	Olfr90
OR2K2	Olfr267
OR2L13	Olfr166
OR2L2	Olfr167
OR2M2	Olfr165
OR2M7	Olfr164
OR2N1P	Olfr133
OR2S2	Olfr29-ps1
OR2T12	Olfr314
OR2T1	Olfr31
OR2T33	Olfr314
OR2T35	mCT148855
OR2T4	Olfr329-ps
OR2T6	Olfr720
OR2V1	Olfr56
OR2V2	Olfr1396
OR2W1	Olfr263
OR2W3	mCT168201
OR2Y1	Olfr1385
OR2Z1	Olfr372
OR3A1	Olfr402
OR3A2	Olfr410
OR3A3	Olfr411
OR3A4	Olfr399
OR4A15	Olfr1234
OR4A16	Olfr1238
OR4A47	Olfr1256
OR4A5	Olfr1238
OR4B1	Olfr1270
OR4C11	Olfr1206
OR4C12	Olfr1255
OR4C15	Olfr1211
OR4C16	Olfr1199
OR4C1P	Olfr1231
OR4C3	Olfr1264
OR4C45	Olfr1261
OR4C46	Olfr1258
OR4C5	Olfr1260
OR4C6	Olfr1189
OR4D10	Olfr1424
OR4D11	Olfr1423
OR4D1	Olfr464
OR4D2	Olfr463
OR4D5	Olfr984
OR4D6	Olfr1428
OR4D9	Olfr1425
OR4E2	Olfr1509
OR4F15	Olfr1309
OR4F16	Olfr1303
OR4F17	ENSMUST00000051391
OR4F3	Olfr1303
OR4F4	ENSMUST00000051391
OR4F5	Olfr1293-ps
OR4F6	Olfr1310
OR4K15	Olfr727
OR4K1	Olfr728
OR4K2	Olfr730
OR4K5	Olfr729
OR4L1	Olfr723
OR4M1	Olfr734
OR4N4	Olfr732
OR4N5	Olfr722
OR4P4	MMS010195356
OR4Q3	Olfr735
OR4S2	Olfr1193
OR4X2	Olfr1265
OR51A2	Olfr586
OR51A6P	Olfr575
OR51A7	Olfr576
OR51B2	Olfr64
OR51B4	Olfr66
OR51B5	Olfr623
OR51B6	Olfr64
OR51D1	Olfr557
OR51E1	Olfr558
OR51E2	Olfr78
OR51F1	Olfr566
OR51F2	Olfr568
OR51G1	Olfr578
OR51G2	Olfr577
OR51H1P	Olfr555
OR51I1	Olfr640
OR51I2	Olfr641
OR51J1	Olfr633
OR51L1	ENSMUST00000051949
OR51M1	Olfr631
OR51Q1	Olfr635
OR51S1	Olfr571
OR51T1	Olfr574
OR51V1	Olfr620
OR52A5	Olfr69
OR52B2	Olfr691
OR52B4	Olfr547
OR52B6	Olfr618
OR52D1	Olfr646
OR52E2	Olfr589
OR52E4	Olfr677
OR52E5	Olfr678
OR52E6	Olfr675
OR52E8	Olfr671
OR52H1	Olfr648
OR52I2	Olfr556
OR52J3	Olfr592
OR52K2	Olfr552
OR52L1	Olfr685
OR52M1	Olfr554
OR52N1	ENSMUST00000063442
OR52N2	Olfr666
OR52N4	Olfr658
OR52N5	Olfr669
OR52R1	Olfr569
OR52W1	Olfr692
OR56A3	Olfr681
OR56A4	Olfr684
OR56A5	Olfr683
OR56B1	Olfr657
OR56B2P	Olfr661
OR5A1	Olfr76
OR5A2	MMT00012017
OR5AC2	Olfr198
OR5AK2	Olfr993
OR5AK4P	Olfr987
OR5AN1	Olfr1433
OR5AP2	Olfr1020
OR5AQ1P	Olfr1110
OR5AR1	Olfr1019
OR5AS1	Olfr1111
OR5AU1	Olfr1514
OR5B12	Olfr1445
OR5B17	Olfr1465
OR5B21	Olfr1444
OR5B2	Olfr1451
OR5B3	Olfr1469
OR5BF1	Olfr293
OR5C1	Olfr368
OR5D14	Olfr1162
OR5D16	Olfr1155
OR5D18	Olfr73
OR5E1P	Olfr513
OR5F1	Olfr1323
OR5G1P	Olfr154
OR5H14	Olfr193
OR5H15	Olfr187
OR5H1	Olfr196
OR5H2	Olfr183
OR5I1	Olfr152
OR5J1P	Olfr1106
OR5J2	Olfr1052
OR5K1	Olfr172
OR5K2	Olfr175-ps1
OR5K3	Olfr195
OR5K4	Olfr180
OR5L1	Olfr1157
OR5L2	Olfr1156
OR5M10	Olfr1022
OR5M11	Olfr1028
OR5M1	Olfr1023
OR5M3	Olfr1032
OR5M5P	Olfr1030
OR5M8	Olfr1031
OR5M9	Olfr1034
OR5P2	Olfr502
OR5P3	Olfr480
OR5R1	Olfr1038
OR5T1	Olfr1094
OR5T2	Olfr1086
OR5T3	Olfr1093
OR5V1	Olfr110
OR5W2	Olfr1138
OR6A2	Olfr2
OR6B1	Olfr449
OR6B2	Olfr1416
OR6C1	Olfr802
OR6C2	Olfr791
OR6C3	Olfr788
OR6C65	Olfr798
OR6C68	Olfr780
OR6C6	Olfr779
OR6C70	Olfr810
OR6C74	Olfr821
OR6C75	Olfr790
OR6C76	Olfr809
OR6F1	Olfr308
OR6K2	Olfr420
OR6K3	Olfr424
OR6K6	Olfr231
OR6N1	Olfr429
OR6N2	Olfr430
OR6P1	Olfr414
OR6Q1	Olfr522
OR6S1	Olfr750
OR6T1	Olfr49
OR6X1	Olfr986
OR6Y1	mCT60762
OR7A17	Olfr57
OR7A5	Olfr19
OR7C2	Olfr1356
OR7D2	Olfr853
OR7D4	Olfr39
OR7E24	Olfr18
OR7G1	Olfr828
OR7G2	Olfr845
OR7G3	Olfr834
OR8A1	Olfr160
OR8B12	Olfr874
OR8B1P	Olfr904
OR8B3	Olfr918
OR8B4	Olfr878
OR8B8	Olfr145
OR8D1	Olfr26
OR8D2	Olfr924
OR8D4	Olfr985
OR8G1	Olfr44
OR8G2	Olfr229
OR8G5	Olfr935
OR8H1	Olfr1099
OR8H3	Olfr1100
OR8I2	Olfr1104
OR8J1	Olfr1045
OR8K1	Olfr1046
OR8K3	Olfr1047
OR8K5	Olfr1008
OR8S1	Olfr281
OR8U1	Olfr1044
OR9A2	Olfr459
OR9A4	Olfr460
OR9G1	Olfr1014
OR9G4	Olfr1006
OR9G9	Olfr1012
OR9H1P	Olfr466
OR9I1	Olfr1502
OR9K1P	Olfr827
OR9K2	Olfr825
OR9M1P	Olfr1154
OR9Q1	Olfr1500
OR9Q2	Olfr1497
ORAI1	Orai1
ORAI2	Orai2
ORAI3	Orai3
ORAOV1	Oraov1
ORC1L	Orc1l
ORC1	Orc1
ORC2L	Orc2l
ORC2	Orc2
ORC3L	Orc3l
ORC3	Orc3
ORC4L	Orc4l
ORC4	Orc4
ORC5L	Orc5l
ORC5	Orc5
ORC6L	Orc6l
ORC6	Orc6
ORM1	Orm1
ORM2	Orm2
ORMDL1	Ormdl1
ORMDL2	Ormdl2
ORMDL3	Ormdl3
OS9	Os9
OSBP2	Osbp2
OSBPL10	Osbpl10
OSBPL11	Osbpl11
OSBPL1A	Osbpl1a
OSBPL2	Osbpl2
OSBPL3	Osbpl3
OSBPL5	Osbpl5
OSBPL6	Osbpl6
OSBPL7	Osbpl7
OSBPL8	Osbpl8
OSBPL9	Osbpl9
OSBP	Osbp
OSCAR	Oscar
OSCP1	Oscp1
OSGEPL1	Osgepl1
OSGEP	Osgep
OSGIN1	Osgin1
OSGIN2	Osgin2
OSM	Osm
OSMR	Osmr
OSR1	Osr1
OSR2	Osr2
OST4	Ost4
OSTalpha	Osta
OSTbeta	Ostb
OSTC	Ostc
OSTF1	Ostf1
OSTM1	Ostm1
OSTN	Ostn
OTC	Otc
OTOA	Otoa
OTOF	Otof
OTOGL	Otogl
OTOG	Otog
OTOL1	Otol1
OTOP1	Otop1
OTOP2	Otop2
OTOP3	Otop3
OTOR	Otor
OTOS	Otos
OTP	Otp
OTUB1	Otub1
OTUB2	Otub2
OTUD1	Otud1
OTUD3	Otud3
OTUD4	Otud4
OTUD5	Otud5
OTUD6A	EG408193
OTUD6B	Otud6b
OTUD7A	Otud7a
OTUD7B	Otud7b
OTX1	Otx1
OTX2	Otx2
OVCA2	Ovca2
OVCH2	Ovch2
OVGP1	Ovgp1
OVOL1	Ovol1
OVOL2	Ovol2
OVOL3	Ovol3
OVOS	BC048546
OXA1L	Oxa1l
OXCT1	Oxct1
OXCT2	Oxct2a
OXGR1	Oxgr1
OXLD1	1810049H13Rik
OXNAD1	Oxnad1
OXR1	Oxr1
OXSM	Oxsm
OXSR1	Oxsr1
OXT	Oxt
OXTR	Oxtr
P2RX1	P2rx1
P2RX2	P2rx2
P2RX3	P2rx3
P2RX4	P2rx4
P2RX5	P2rx5
P2RX6	P2rx6
P2RX7	P2rx7
P2RXL1	P2rxl1
P2RY10	A630033H20Rik
P2RY12	P2ry12
P2RY13	P2ry13
P2RY14	P2ry14
P2RY1	P2ry1
P2RY2	P2ry2
P2RY4	P2ry4
P2RY5	P2ry5
P2RY6	P2ry6
P4HA1	P4ha1
P4HA2	P4ha2
P4HA3	P4ha3
P4HB	P4hb
P4HTM	P4htm
PA2G4P4	Gm5297
PA2G4	Pa2g4
PABPC1L2A	Pabpc1l2b-ps
PABPC1L	Pabpc1l
PABPC1	Pabpc1
PABPC4L	Pabpc4l
PABPC4	Pabpc4
PABPC5	Pabpc5
PABPN1L	Pabpn1l
PABPN1	Pabpn1
PACRGL	Pacrgl
PACRG	Pacrg
PACS1	Pacs1
PACS2	Pacs2
PACSIN1	Pacsin1
PACSIN2	Pacsin2
PACSIN3	Pacsin3
PADI1	Padi1
PADI2	Padi2
PADI3	Padi3
PADI4	Padi4
PADI6	Padi6
PAEP	Paep
PAF1	Paf1
PAFAH1B1	Pafah1b1
PAFAH1B2	Pafah1b2
PAFAH1B3	Pafah1b3
PAFAH2	Pafah2
PAG1	Pag1
PAH	Pah
PAICS	Paics
PAIP1	Paip1
PAIP2B	Paip2b
PAIP2	Paip2
PAK1IP1	Pak1ip1
PAK1	Pak1
PAK2	Pak2
PAK3	Pak3
PAK4	Pak4
PAK6	Pak6
PAK7	Pak7
PALB2	Palb2
PALD1	Pald1
PALLD	Palld
PALM2-AKAP2	Gm20459
PALM2	Palm2
PALM3	Palm3
PALMD	Palmd
PALM	Palm
PAM16	Pam16
PAMCI	Pamci
PAM	Pam
PAMR1	Pamr1
PAN2	Pan2
PAN3	Pan3
PANK1	Pank1
PANK2	Pank2
PANK3	Pank3
PANK4	Pank4
PANX1	Panx1
PANX2	Panx2
PANX3	Panx3
PAOX	Paox
PAPD1	Papd1
PAPD4	Papd4
PAPD5	5730445M16Rik
PAPD7	Papd7
PAPL	C330005M16Rik
PAPLN	Papln
PAPOLA	Papola
PAPOLB	Papolb
PAPOLG	Papolg
PAPPA2	Pappa2
PAPPA	Pappa
PAPSS1	Papss1
PAPSS2	Papss2
PAQR3	Paqr3
PAQR4	Paqr4
PAQR5	Paqr5
PAQR6	Paqr6
PAQR7	Paqr7
PAQR8	Paqr8
PAQR9	Paqr9
PARD3B	Pard3b
PARD3	Pard3
PARD6A	Pard6a
PARD6B	Pard6b
PARD6G	Pard6g
PARG	Parg
PARK2	Park2
PARK7	Park7
PARL	Parl
PARM1	Parm1
PARN	Parn
PARP10	Parp10
PARP11	Parp11
PARP12	BE688500
PARP14	Parp14
PARP16	Parp16
PARP1	Parp1
PARP2	Parp2
PARP3	Parp3
PARP4	Parp4
PARP6	Parp6
PARP8	Parp8
PARP9	Parp9
PARPBP	4930547N16Rik
PARS2	Pars2
PART1	Part1
PARVA	Parva
PARVB	Parvb
PARVG	Parvg
PASD1	Gm1141
PASK	Pask
PATE2	Pate2
PATE3	Gm17365
PATE4	Pate4
PATL1	Patl1
PATL2	Patl2
PATZ1	Patz1
